city,country,budget,walkability,aqi,popularity,low_season,medium_season,high_season,interest_type,interest_title,interest_text
Erfurt,Germany,Low,Great,Not specified,Medium,"['January', 'February', 'March']","['April', 'November']","['May', 'June', 'July', 'August', 'September', 'October', 'December']",do,Erfurt Theater,Erfurt Theater: Watch an opera or play
Erfurt,Germany,Low,Great,Not specified,Medium,"['January', 'February', 'March']","['April', 'November']","['May', 'June', 'July', 'August', 'September', 'October', 'December']",eat,San Remo,San Remo: Supposedly an excellent ice cream shop.
Erfurt,Germany,Low,Great,Not specified,Medium,"['January', 'February', 'March']","['April', 'November']","['May', 'June', 'July', 'August', 'September', 'October', 'December']",eat,FAM,"FAM: Nice location with the option to sit outside and watch passing by people, good breakfast and food in general. Closed on Mondays!"
Erfurt,Germany,Low,Great,Not specified,Medium,"['January', 'February', 'March']","['April', 'November']","['May', 'June', 'July', 'August', 'September', 'October', 'December']",drink,Übersee,Übersee: Nice cafe and bar with the opportunity to sit outside and have a nice look at the Gera river. Every day they offer a different special - check out the website!
Erfurt,Germany,Low,Great,Not specified,Medium,"['January', 'February', 'March']","['April', 'November']","['May', 'June', 'July', 'August', 'September', 'October', 'December']",drink,Musikpark,"Musikpark: Black, House and Rock music. Every Thursday: Ladies World with free entrance until midnight and all you can drink for €6. Every Friday: Night of the Stars with special drinks. Saturdays: varying themes."
Erfurt,Germany,Low,Great,Not specified,Medium,"['January', 'February', 'March']","['April', 'November']","['May', 'June', 'July', 'August', 'September', 'October', 'December']",drink,Club 1,"Club 1: Black and House music. Wednesday, Friday and Saturday varying events and DJs."
Erfurt,Germany,Low,Great,Not specified,Medium,"['January', 'February', 'March']","['April', 'November']","['May', 'June', 'July', 'August', 'September', 'October', 'December']",drink,Engelsburg,"Engelsburg: Varying program and events, regular: Fightclub (different music styles). More alternative and rock music."
Erfurt,Germany,Low,Great,Not specified,Medium,"['January', 'February', 'March']","['April', 'November']","['May', 'June', 'July', 'August', 'September', 'October', 'December']",drink,Club Centrum,"Club Centrum: Minimal music, drum&bass, electronic, house, black. Varying events on Wednesdays, Fridays and Saturdays."
Erfurt,Germany,Low,Great,Not specified,Medium,"['January', 'February', 'March']","['April', 'November']","['May', 'June', 'July', 'August', 'September', 'October', 'December']",drink,Presseklub,"Presseklub: Cocktail lounges, salsa parties and 70s/80s/pop events on Tuesdays, Wednesdays and Saturdays."
Erfurt,Germany,Low,Great,Not specified,Medium,"['January', 'February', 'March']","['April', 'November']","['May', 'June', 'July', 'August', 'September', 'October', 'December']",drink,Cosmopolar - unique music lounge,"Cosmopolar - unique music lounge: pop, electronic, house, black. Varying events on Thursdays, Fridays and Saturdays."
Erzincan,Turkey,not specified,not specified,not specified,Low,"['January', 'February', 'March', 'April', 'May', 'September', 'October', 'November', 'December']",['June'],"['July', 'August']",,,
Erzurum,Turkey,Low,Great,Not specified,Low,"['March', 'April', 'October', 'November']","['May', 'June', 'September']","['January', 'February', 'July', 'August', 'December']",,,
Eskisehir,Turkey,not specified,not specified,not specified,Low,"['January', 'February', 'March', 'November', 'December']","['April', 'May', 'June', 'September', 'October']","['July', 'August']",,,
Gaziantep,Turkey,Low,Bad,Great,Low,"['January', 'February', 'March']","['September', 'November', 'December']","['April', 'May', 'June', 'July', 'August', 'October']",see,Archaeological Museum,"Archaeological Museum: This local archaeological museum, which also has a small cafe inside, is wheelchair accessible."
Gaziantep,Turkey,Low,Bad,Great,Low,"['January', 'February', 'March']","['September', 'November', 'December']","['April', 'May', 'June', 'July', 'August', 'October']",see,Gaziantep Castle,"Gaziantep Castle: First built by the Romans this castle was a major battle ground during World War I as well as the Turkish War of Independence. The museum showcases this well, even if the talk on national heroes might come off as a little too detailed and boring for non-Turks. The view from the top of the castle is worth the entrance itself."
Gaziantep,Turkey,Low,Bad,Great,Low,"['January', 'February', 'March']","['September', 'November', 'December']","['April', 'May', 'June', 'July', 'August', 'October']",see,Cuisine Museum,Cuisine Museum: Interesting museum on traditional Turkish cuisine and tools used for food preparation.
Gaziantep,Turkey,Low,Bad,Great,Low,"['January', 'February', 'March']","['September', 'November', 'December']","['April', 'May', 'June', 'July', 'August', 'October']",see,Zeugma Mosaic Museum,"Zeugma Mosaic Museum: Opened in 2011, Zeugma Museum hosts stunning mosaics excavated at the nearby '''Zeugma''' (50 km east of Gaziantep), a city of antiquity known for its pontoon bridge crossing the Euphrates, and is now submerged under the waters of the Birecik Dam."
Gaziantep,Turkey,Low,Bad,Great,Low,"['January', 'February', 'March']","['September', 'November', 'December']","['April', 'May', 'June', 'July', 'August', 'October']",see,St. Mary's Armenian Church,St. Mary's Armenian Church: Grand old Armenian Church with white stone walls with black checkered edges. The church was converted to Kurtulus Mosque after the Armenian Genocide but architecturally remains nearly intact. Right in the center of the city.
Gdansk,Poland,not specified,not specified,not specified,High,"['January', 'February', 'March', 'April', 'November', 'December']","['May', 'June', 'October']","['July', 'August', 'September']",,,
Geneva,Switzerland,High,Great,Great,High,"['January', 'February', 'April', 'November']","['March', 'May', 'June', 'October', 'December']","['July', 'August', 'September']",see,Jet d'Eau,"Jet d'Eau: One of the crowning symbols of Geneva is the monumental ''Jet d'Eau'', a fountain of water pumped 140m into the air. The spectacular plume was once an occasional pressure release for hydro-power generation on the Rhône River, but people liked it so much that in 1891 the city created a permanent pumped fountain. It's beautifully lit at night. Best viewed from a distance — the surrounding half kilometer is soaked with water. However, the more adventurous might want to try the pathway leading right up to the Jet d'eau -- prepare to get enjoyably wet!"
Geneva,Switzerland,High,Great,Great,High,"['January', 'February', 'April', 'November']","['March', 'May', 'June', 'October', 'December']","['July', 'August', 'September']",see,Cathédrale St-Pierre and Calvin's auditorium,"Cathédrale St-Pierre and Calvin's auditorium: The new Espace Saint Pierre pass includes entrance to all three sites of Cour Saint-Pierre, a noteworthy space of unique spiritual and cultural importance. The Cathedral and its towers, originally Catholic, both embody the high point of the Reformed tradition and explore the origins of Christianity with an extensive archaeological site and they are now complemented by the International Museum of the Reformation on the ground floor of the Maison Mallet. An underground passage, reopened when the Museum was created, connects the two buildings. The [http://www.geneve-tourisme.ch/?rubrique=0000000454&lang=_eng archeological tour] beneath the cathedral is excellent for archeology fans it explains the origins not only of the cathedral but the reason for Geneva's location back to pre-Roman times. Those willing to climb the steps of the Cathedral's towers will be rewarded with magnificent views of Geneva and the lake. Nearby, the Auditoire, where Calvin taught, completes a complex that is both representative of the past and open to current questions. The new Espace Saint-Pierre thus aims to contribute to our understanding of today’s world – between tradition and modernity, cultural experimentation and spiritual practice. These three buildings invite the visitor to explore the city’s history. Religious denominations aside, Espace Saint Pierre represents a spirit that continues to guide the city and citizens of Geneva today. For schedules and information about free live organ performances in the cathedral, go to the website [http://www.concerts-cathedrale.ch/ Concerts cathédrale]."
Geneva,Switzerland,High,Great,Great,High,"['January', 'February', 'April', 'November']","['March', 'May', 'June', 'October', 'December']","['July', 'August', 'September']",see,Old Town,"Old Town: Aside of the cathedral the Old town in general is worth walking around in for a hour or two. Among the highlights are the city hall with the cannons in the little square opposite to it, Rousseau's birth house and various antique shops with all sorts of interesting stuff in the windows. A word of warning to people with physical disabilities: the Old town, is situated on a hill with quite steep streets leading up to it."
Geneva,Switzerland,High,Great,Great,High,"['January', 'February', 'April', 'November']","['March', 'May', 'June', 'October', 'December']","['July', 'August', 'September']",see,Palais des Nations,"Palais des Nations: Originally built to house the League of Nations, the Palais is worth visiting just to take in the magnificent Assembly Hall, in addition to the large collection of public art, the library, and the landscaped grounds. Visits are by guided tours only. For most of the year there are two or four of them per day, in the summer months they are arranged depending on the number of visitors. Enter the complex at the Appia gate, and go through passport and security check. From there you will go to one desk to get a ""visitor"" badge, then downstairs to purchase the actual ticket. After this you should exit the building, go to the left and slightly downhill to Building E, enter through door E39 and wait in the lobby until the tour starts. There is a quite good souvenir shop from where you can also send post cards with UN stamps, as well as a small ""cinema"" showing video clips of UN's work to keep you entertained while waiting. On the tour itself you must follow the guide at all times."
Geneva,Switzerland,High,Great,Great,High,"['January', 'February', 'April', 'November']","['March', 'May', 'June', 'October', 'December']","['July', 'August', 'September']",see,Quartier des Grottes,"Quartier des Grottes: An area with interesting shops and most importantly, a series of residential buildings called ""les Schtroumpfs"" (1982-1984), where the architects tried to avoid all straight lines, leading to an unconventional Gaudi-like appearance."
Geneva,Switzerland,High,Great,Great,High,"['January', 'February', 'April', 'November']","['March', 'May', 'June', 'October', 'December']","['July', 'August', 'September']",see,Monument Brunswick,"Monument Brunswick: An impressive monument, constructed in 1873 as a Mausoleum for the Duke of Brunswick, as a replica of the tomb of the Scaligeri family in Verona (14th century). Also worth visiting for the 5 star hotels and the cars in front of them."
Geneva,Switzerland,High,Great,Great,High,"['January', 'February', 'April', 'November']","['March', 'May', 'June', 'October', 'December']","['July', 'August', 'September']",see,Île Rousseau,Île Rousseau: Small island where the lake ends and river Rhône begins named after the famous philosopher Jean-Jacques Rousseau - of course there's a statue of him there too.
Geneva,Switzerland,High,Great,Great,High,"['January', 'February', 'April', 'November']","['March', 'May', 'June', 'October', 'December']","['July', 'August', 'September']",see,L'Ile,"L'Ile: Worth visiting for the old Tour de L'Ile, the remains of a fortified castle erected in the 13th century."
Geneva,Switzerland,High,Great,Great,High,"['January', 'February', 'April', 'November']","['March', 'May', 'June', 'October', 'December']","['July', 'August', 'September']",see,Place Neuve,"Place Neuve: See the impressive Grand Theatre (1879, renovated after a fire in 1951), the Conservatoire de musique, and the Musée Rath. Also visit the Parc des Bastions, which includes a large wall (""Mur des Réformateurs"") showing some of the famous people of the Reformation movement."
Geneva,Switzerland,High,Great,Great,High,"['January', 'February', 'April', 'November']","['March', 'May', 'June', 'October', 'December']","['July', 'August', 'September']",see,Eaux-Vives,"Eaux-Vives: While many of Geneva's buildings are similar in style to what you would find in French cities, the Mairie of Eaux-Vives is a great example of the typical Swiss architecture you would find in cities like Zürich. If you're interested in modern architecture, also visit Rue Saint-Laurent for ""La Clarté"", an avant-garde building designed by Le Corbusier in 1931/32 — one of 17 Corbusier buildings to be listed on the UNESCO World Heritage List. Another interesting attraction here is the Russian Orthodox Church built 1859-1866 with its golden cupolas."
Geneva,Switzerland,High,Great,Great,High,"['January', 'February', 'April', 'November']","['March', 'May', 'June', 'October', 'December']","['July', 'August', 'September']",see,Carouge,Carouge: A district of Geneva that once belonged to the Kingdom of Sardinia and hence retains a distinct Italian flavour.
Geneva,Switzerland,High,Great,Great,High,"['January', 'February', 'April', 'November']","['March', 'May', 'June', 'October', 'December']","['July', 'August', 'September']",see,Jardin botanique,"Jardin botanique: At the botanical garden you can see flowers, plants and trees both from the Alps and from other parts of the world. The palm house also hosts tropical vegetation. In the northern part of the park there is a zoo spread over a quite large area with birds and some Alpine mammals such as goats and deer."
Geneva,Switzerland,High,Great,Great,High,"['January', 'February', 'April', 'November']","['March', 'May', 'June', 'October', 'December']","['July', 'August', 'September']",see,International Museum of the Reformation,"International Museum of the Reformation: Installed on the ground floor of the magnificent Maison Mallet (next to Saint-Pierre Cathedral), this new Museum presents the main spiritual and cultural elements of the Reformation. Unique objects, manuscripts, rare books, engravings, and paintings illustrate the close ties between Geneva and the Reformation. State-of-the-art technology welcomes a modern audience: films, a music room, and demonstrations, including many for children, invite visitors to both rediscover the past and imagine the future."
Geneva,Switzerland,High,Great,Great,High,"['January', 'February', 'April', 'November']","['March', 'May', 'June', 'October', 'December']","['July', 'August', 'September']",see,Museum of the International Committee of the Red Cross,"Museum of the International Committee of the Red Cross: The Museum of the I.C.R.C. is located in the basement of the headquarters and shows photos and objects related to the organization's service to humanity during countless wars and natural disasters, and presents stories of victims. However as of July 2014 at least much of the permanent exhibition is not an ordinary museum, but probably supposed to be more of an ""experience"", one might even call it a theme park - not really appropriate for such a serious topic. You will be given an audio guide that is activated when going through different rooms and touching screens - these are malfunctioning quite frequently. There are also educative tasks/games for the visitors to play as well as postmodern works of art. Overall, the museum is largely a rather confusing experience and given the offhand expectations you probably have, this museum will probably not be the high point of your visit to Geneva."
Geneva,Switzerland,High,Great,Great,High,"['January', 'February', 'April', 'November']","['March', 'May', 'June', 'October', 'December']","['July', 'August', 'September']",see,Musée ARIANA,"Musée ARIANA: Occupying a big chunk of what would otherwise be the UN campus, the Ariana Museum offers a huge collection (16,000 pieces) of ceramics from around Europe and the Far East."
Geneva,Switzerland,High,Great,Great,High,"['January', 'February', 'April', 'November']","['March', 'May', 'June', 'October', 'December']","['July', 'August', 'September']",see,Musée d'Art Moderne et Contemporain,"Musée d'Art Moderne et Contemporain: Late modern, post-modern, and contemporary works by internationally known artists, as well as a special collection of Swiss conceptual work."
Geneva,Switzerland,High,Great,Great,High,"['January', 'February', 'April', 'November']","['March', 'May', 'June', 'October', 'December']","['July', 'August', 'September']",see,Musée d'Histoire Naturelle,"Musée d'Histoire Naturelle: Geneva has a nice museum which is worth a visit, especially if you have youth and children."
Geneva,Switzerland,High,Great,Great,High,"['January', 'February', 'April', 'November']","['March', 'May', 'June', 'October', 'December']","['July', 'August', 'September']",see,Musée d'Art et d'Histoire,"Musée d'Art et d'Histoire: Extensive art and archaeological-historical collections. Painting gallery extends back to the early Renaissance, but is most extensive in Swiss-French and Impressionist works."
Geneva,Switzerland,High,Great,Great,High,"['January', 'February', 'April', 'November']","['March', 'May', 'June', 'October', 'December']","['July', 'August', 'September']",see,"Fondation Baur, Musée des Arts d’Extrême-Orient","Fondation Baur, Musée des Arts d’Extrême-Orient: The largest collections of Far Eastern art open to the public in Switzerland. Temporary exhibitions are regularly organized several times a year."
Geneva,Switzerland,High,Great,Great,High,"['January', 'February', 'April', 'November']","['March', 'May', 'June', 'October', 'December']","['July', 'August', 'September']",see,Patek Philippe Museum,"Patek Philippe Museum: Four floors of stunningly beautiful watches and clocks from the last centuries, both Patek Philippe and other brands. There is also a section presenting watchmaking in practice. Bags (even shopping bags) are banned in the museum so leave them in your hotel room or somewhere else!"
Geneva,Switzerland,High,Great,Great,High,"['January', 'February', 'April', 'November']","['March', 'May', 'June', 'October', 'December']","['July', 'August', 'September']",see,CERN's exhibitions,"CERN's exhibitions: The nuclear research center CERN has two free exhibitions, both presenting the history of the complex, its equipment, scientific breakthroughs and the scientists behind them. The one behind the reception is called Microcosm and the one opposite the road in the big ""Globe of Science and Innovation"" bears the name Universe of Particles. There are also guided tours at the premises but they need to be booked in advance. The reception has a small souvenir shop; this is your opportunity to get yourself a CERN helmet! The globe is closed for renovation and is scheduled to reopen in early 2016."
Geneva,Switzerland,High,Great,Great,High,"['January', 'February', 'April', 'November']","['March', 'May', 'June', 'October', 'December']","['July', 'August', 'September']",see,Musée d'histoire des sciences,Musée d'histoire des sciences: Museum dedicated to scientists who've lived and worked in Geneva. You can see old equipment from telescopes to galvanometers and glass eyes.
Geneva,Switzerland,High,Great,Great,High,"['January', 'February', 'April', 'November']","['March', 'May', 'June', 'October', 'December']","['July', 'August', 'September']",see,Maison Tavel,Maison Tavel: Three floors presenting the history of Geneva from the Middle Ages until the 19th century. There's an entrance fee to the temporary exhibitions in the basement.
Geneva,Switzerland,High,Great,Great,High,"['January', 'February', 'April', 'November']","['March', 'May', 'June', 'October', 'December']","['July', 'August', 'September']",do,Salève cable car,"Salève cable car: Just over the French border, this high alpine ridge has a stunning view of Mt. Blanc and the Lake Geneva area and miles of walking trails. A cute little corner shop in Pas de l'Échelle Village (France) sells about 100 varieties of French cheeses and is open on Sundays. Don't forget your passport. The Association Genevoise des Amis du Salève (AGAS, Tel: 022 796 41 33 or [http://www.rando-saleve.net]) organizes free hikes around Geneva every Sunday. Start at 10AM (sharp) at terminus (End station) of bus number 8 at Veyrier-Douane."
Geneva,Switzerland,High,Great,Great,High,"['January', 'February', 'April', 'November']","['March', 'May', 'June', 'October', 'December']","['July', 'August', 'September']",do,Genève Plage,"Genève Plage: There are many smaller places where to swim in either the rivers or the lake, but the largest one is Genève Plage (literally ""Geneva Beach"") at the eastern bank of the lake. It's a nice place to swim, enjoy the sun, play, barbecue, or just hang out."
Geneva,Switzerland,High,Great,Great,High,"['January', 'February', 'April', 'November']","['March', 'May', 'June', 'October', 'December']","['July', 'August', 'September']",do,Caves Ouvertes,Caves Ouvertes: Free annual event. Sample wine at Geneva's wineries while exploring the canton's rural side.
Geneva,Switzerland,High,Great,Great,High,"['January', 'February', 'April', 'November']","['March', 'May', 'June', 'October', 'December']","['July', 'August', 'September']",do,Bol d'Or,Bol d'Or: Yacht Race (biggest in Europe).
Geneva,Switzerland,High,Great,Great,High,"['January', 'February', 'April', 'November']","['March', 'May', 'June', 'October', 'December']","['July', 'August', 'September']",do,Fête de la Musique,"Fête de la Musique: For three days in June, the whole City of Geneva is a stage. Actually, there are on the order of 40 of them.  The musical offerings include children's choirs, punk rock, chamber orchestras, jam bands, avant-guard jazz, klezmer, and drum and bass DJs. The venues are as diverse as the music, with stages inside and out of l'Usine, Parc des Bastions, and even Cathédral St. Pierre. There is also a wide assortment of international food and drink for sale, which can be a bit pricey, but highly worth it. The easiest way to get information is to just head to one of the parks listed above and find one of the free newspaper-style festival guides. It includes time-tables and maps. Additionally, be sure to wander around, as the festival is full of many excellent unofficial performances, including drums, juggling, and dance."
Geneva,Switzerland,High,Great,Great,High,"['January', 'February', 'April', 'November']","['March', 'May', 'June', 'October', 'December']","['July', 'August', 'September']",do,Fêtes de Genève,"Fêtes de Genève: Week long party, including best fireworks display in Europe."
Geneva,Switzerland,High,Great,Great,High,"['January', 'February', 'April', 'November']","['March', 'May', 'June', 'October', 'December']","['July', 'August', 'September']",do,Fêtes de la Batie,Fêtes de la Batie: A 16-day arts festival (usually starts the last weekend of July and through most of August) with installations and live shows in over 20 venues across the city. Very similar in feel to the Edinburgh Fringe Festival.
Geneva,Switzerland,High,Great,Great,High,"['January', 'February', 'April', 'November']","['March', 'May', 'June', 'October', 'December']","['July', 'August', 'September']",do,L'Escalade,L'Escalade: Running and walking competitions open to everybody.
Geneva,Switzerland,High,Great,Great,High,"['January', 'February', 'April', 'November']","['March', 'May', 'June', 'October', 'December']","['July', 'August', 'September']",do,Parc des Bastions,"Parc des Bastions: This lovely tree lined park, which is home to the liberal arts campus of the University of Geneva features giant chessboards and even larger statues of Geneva's Calvinist founding fathers, and it's directly between the old town and Plain de Plainpalais, so it makes a good transitional area for exploring."
Geneva,Switzerland,High,Great,Great,High,"['January', 'February', 'April', 'November']","['March', 'May', 'June', 'October', 'December']","['July', 'August', 'September']",do,Parc des Eaux Vives,"Parc des Eaux Vives: This park offers promenades and views over the lake of the U.N. campus and the Palais des Nations. Geneva beach is at the end furthest from the city, on the lakefront."
Geneva,Switzerland,High,Great,Great,High,"['January', 'February', 'April', 'November']","['March', 'May', 'June', 'October', 'December']","['July', 'August', 'September']",do,Parc de la Grange,"Parc de la Grange: Just along the south side of the Lake Geneva promenade, Parc de la Grange is a large park which contains a rose garden, an historic mansion and a tree-lined path leading to the nearby Parc des Eaux Vives."
Geneva,Switzerland,High,Great,Great,High,"['January', 'February', 'April', 'November']","['March', 'May', 'June', 'October', 'December']","['July', 'August', 'September']",do,Bois de la Bâtie,"Bois de la Bâtie: Just over the river Arve from Jonction. Most of this woodsy bluff has been left in a more-or-less natural state, though there are walking trails around the edges. The trails connect eventually with a sidewalk which crosses a railroad bridge to the St. Jean neighborhood. There is also a small (free) zoo at the western edge of the woods. If you don't like to walk up the trail from the river you can take the bus up to Claire Vue."
Geneva,Switzerland,High,Great,Great,High,"['January', 'February', 'April', 'November']","['March', 'May', 'June', 'October', 'December']","['July', 'August', 'September']",do,Jardin Anglais,"Jardin Anglais: A small park where people like to spend their lunch break. Located at the bank of Lake Geneva, just as you've crossed over the Mont Blanc bridge to the southern half of the city. In the summer there are many small concerts and funfairs held in the park, especially around at the time of the ""city party"" Fête de Gèneve. Don't miss the flower decorated clock at the southwestern edge of the park."
Geneva,Switzerland,High,Great,Great,High,"['January', 'February', 'April', 'November']","['March', 'May', 'June', 'October', 'December']","['July', 'August', 'September']",do,La Perle du Lac,"La Perle du Lac: Translates to the ""Pearl of the lake"" and is the largest park on the western bank of Lake Geneva. It hosts the splendid eponymous restaurant and a free science museum, but it also a great place for a picnic."
Geneva,Switzerland,High,Great,Great,High,"['January', 'February', 'April', 'November']","['March', 'May', 'June', 'October', 'December']","['July', 'August', 'September']",eat,Buvette des Bains (Bains des Paquis),"Buvette des Bains (Bains des Paquis): Wonderful place in the middle of the lake. Beach in Summer, fondue restaurant in Winter. Good ""plat du jour"" all day for CHF12"
Geneva,Switzerland,High,Great,Great,High,"['January', 'February', 'April', 'November']","['March', 'May', 'June', 'October', 'December']","['July', 'August', 'September']",eat,Crêperie des Pâquis,"Crêperie des Pâquis: This is a lovely little créperie with savoury and sweet crépes, and very friendly service. A complete meal of one savoury crépe, one sweet, and a small salad for CHF21. Drinks vary in price from CHF3 for hot milk, to somewhat more for wine and beer. Vegetarian and gluten-free options are available."
Geneva,Switzerland,High,Great,Great,High,"['January', 'February', 'April', 'November']","['March', 'May', 'June', 'October', 'December']","['July', 'August', 'September']",eat,Espresso Club,"Espresso Club: A tiny bar and three tables means this little local spot is usually packed with a very international crowd of people who know where to get the best pizza, salads, and pasta dishes in town, with many vegetarian selections. Espresso club keeps the ovens going late for late working customers and it's a nice spot for a café and newspaper afternoon as well. Unfortunately the quality of its customer service does not mirror that of its pizzas."
Geneva,Switzerland,High,Great,Great,High,"['January', 'February', 'April', 'November']","['March', 'May', 'June', 'October', 'December']","['July', 'August', 'September']",eat,Café Art's,"Café Art's: Café Art's (sic) has a limited menu of salads and pasta dishes, but all around or under 15 CHF and service is non-stop all day."
Geneva,Switzerland,High,Great,Great,High,"['January', 'February', 'April', 'November']","['March', 'May', 'June', 'October', 'December']","['July', 'August', 'September']",eat,Sing Fa la maison du Ravioli (Sing Fa dumpling house),Sing Fa la maison du Ravioli (Sing Fa dumpling house): Serves fairly authentic Chinese dumplings and noodles.
Geneva,Switzerland,High,Great,Great,High,"['January', 'February', 'April', 'November']","['March', 'May', 'June', 'October', 'December']","['July', 'August', 'September']",eat,Boky,"Boky: Large selection of Chinese and Japanese dishes. Fast, but impolite service. Quality Chinese food (it's always full of Chinese customers) but no fancy atmosphere."
Geneva,Switzerland,High,Great,Great,High,"['January', 'February', 'April', 'November']","['March', 'May', 'June', 'October', 'December']","['July', 'August', 'September']",eat,Piment Vert,Piment Vert: Indian and Sri-Lankan fast food in a charmingly appointed space. There's also a terrace during warm weather.
Geneva,Switzerland,High,Great,Great,High,"['January', 'February', 'April', 'November']","['March', 'May', 'June', 'October', 'December']","['July', 'August', 'September']",eat,Chez Ma Cousine,"Chez Ma Cousine: A chain with a simple menu:  chicken, chicken, or chicken. The roasted chicken is what they're famous for, and two chicken salads make the rest of the regular menu, each under CHF14.90."
Geneva,Switzerland,High,Great,Great,High,"['January', 'February', 'April', 'November']","['March', 'May', 'June', 'October', 'December']","['July', 'August', 'September']",eat,Mike Wong,"Mike Wong: Inauthentic Thai, but not terrible."
Geneva,Switzerland,High,Great,Great,High,"['January', 'February', 'April', 'November']","['March', 'May', 'June', 'October', 'December']","['July', 'August', 'September']",eat,Ali Haydar,"Ali Haydar: Serves kebabs of lamb, chicken, or both, dolma. Baklava too."
Geneva,Switzerland,High,Great,Great,High,"['January', 'February', 'April', 'November']","['March', 'May', 'June', 'October', 'December']","['July', 'August', 'September']",eat,Cafe Istanbul,Cafe Istanbul: Turkish kebab house.
Geneva,Switzerland,High,Great,Great,High,"['January', 'February', 'April', 'November']","['March', 'May', 'June', 'October', 'December']","['July', 'August', 'September']",eat,Manora,"Manora: Cafeteria like serving area with everything and anything including (but not inclusive): chicken, pasta, pizza, desserts, entree of the day, salads, and coffee. Great view of the Geneva skyline from the balcony eating area."
Geneva,Switzerland,High,Great,Great,High,"['January', 'February', 'April', 'November']","['March', 'May', 'June', 'October', 'December']","['July', 'August', 'September']",eat,Wasabi Sushi,"Wasabi Sushi: As the name suggests, Japanese food to eat in the restaurant or to take away."
Geneva,Switzerland,High,Great,Great,High,"['January', 'February', 'April', 'November']","['March', 'May', 'June', 'October', 'December']","['July', 'August', 'September']",eat,Boulangerie Tea-Room Deux-Ponts,"Boulangerie Tea-Room Deux-Ponts: Portuguese ""tea room"" serving sandwiches, bifanas (hot sandwiches) and pastries that are fresh, delicious, large and don't cost very much. The catch: they don't have very much on display so you can't just point at stuff but need to explain what you would like to order and how you'd like it - in French or Portuguese!"
Geneva,Switzerland,High,Great,Great,High,"['January', 'February', 'April', 'November']","['March', 'May', 'June', 'October', 'December']","['July', 'August', 'September']",eat,La feuille de banane,"La feuille de banane: One of the best ratios of food quality to price in Geneva for Asiatic food. For around CHF10, you can have a tasty meal with chicken, beef or fish, and a various choices of sauces. The service is ultra fast since everything is already cooked, but yet fresh and tasty."
Geneva,Switzerland,High,Great,Great,High,"['January', 'February', 'April', 'November']","['March', 'May', 'June', 'October', 'December']","['July', 'August', 'September']",eat,Café de Paris,"Café de Paris: Vegetarians beware, this Genevois favorite serves one dish only: steak with the butter sauce that bears the name of the restaurant, french fries, and salad. But apparently they do it very well."
Geneva,Switzerland,High,Great,Great,High,"['January', 'February', 'April', 'November']","['March', 'May', 'June', 'October', 'December']","['July', 'August', 'September']",eat,Café du Soleil,"Café du Soleil: This ancient Petit Saconnex roadhouse claims to be possibly the oldest restaurant in Geneva and to have probably the best fondue in Switzerland. They have a nice large patio in front that is overlooked by a 2nd floor balcony with a few small tables and also inside seating. Surprisingly popular even if it's in a mostly residential part of Geneva, even among international guests."
Geneva,Switzerland,High,Great,Great,High,"['January', 'February', 'April', 'November']","['March', 'May', 'June', 'October', 'December']","['July', 'August', 'September']",eat,Café Gourmand,Café Gourmand: Great friendly atmosphere specializing in East-West fusion dishes. Open weekdays.
Geneva,Switzerland,High,Great,Great,High,"['January', 'February', 'April', 'November']","['March', 'May', 'June', 'October', 'December']","['July', 'August', 'September']",eat,Le Comptoir,"Le Comptoir: Easy-Listener-chic Asian/fusion restaurant and bar sporting white leather sofas and the occasional local DJ. Not a cheap choice, but the food is unusually interesting and the crowd friendly."
Geneva,Switzerland,High,Great,Great,High,"['January', 'February', 'April', 'November']","['March', 'May', 'June', 'October', 'December']","['July', 'August', 'September']",eat,L'Europa,"L'Europa: A little hard to find, but worth it for the fresh, hand made pasta dishes and generous portions. A favorite for lunch among the UN crowd."
Geneva,Switzerland,High,Great,Great,High,"['January', 'February', 'April', 'November']","['March', 'May', 'June', 'October', 'December']","['July', 'August', 'September']",eat,Hashimoto,"Hashimoto: Hashimoto Sushi is a favourite spot for Japanese diplomats and international civil servants in Geneva, which should tell you enough."
Geneva,Switzerland,High,Great,Great,High,"['January', 'February', 'April', 'November']","['March', 'May', 'June', 'October', 'December']","['July', 'August', 'September']",eat,L'Adresse,L'Adresse: Self-consciously hip but decent food. Occasionally snooty service.
Geneva,Switzerland,High,Great,Great,High,"['January', 'February', 'April', 'November']","['March', 'May', 'June', 'October', 'December']","['July', 'August', 'September']",eat,L'Entrecôte Couronnée,L'Entrecôte Couronnée: Excellent steak restaurant with fast and efficient staff. The wine card is limited but has good Swiss wines. Just 40 seats so better reserve a table
Geneva,Switzerland,High,Great,Great,High,"['January', 'February', 'April', 'November']","['March', 'May', 'June', 'October', 'December']","['July', 'August', 'September']",eat,La Table du 9,"La Table du 9: Relaxed, modern and justifiably busy."
Geneva,Switzerland,High,Great,Great,High,"['January', 'February', 'April', 'November']","['March', 'May', 'June', 'October', 'December']","['July', 'August', 'September']",eat,Edward's The fine art of sandwiches,Edward's The fine art of sandwiches: Packed with locals at lunchtime and for a reason - delicious warm sandwiches and cakes. On the downside it is a bit hectic and it might be difficult to find a seat.
